diaryofagameaddict.com,bad,
espdesign.com.au,bad,
iamagameaddict.com,bad,
kalantzis.net,bad,
slightlyoffcenter.net,bad,
<<<<<<< HEAD
=======
toddscarwash.com,bad,
tubemoviez.com,bad,
ipl.hk,bad,
crackspider.us/toolbar/install.php?pack=exe,bad,
pos-kupang.com/,bad,
rupor.info,bad,
svision-online.de/mgfi/administrator/components/com_babackup/classes/fx29id1.txt,bad,
officeon.ch.ma/office.js?google_ad_format=728x90_as,bad,
sn-gzzx.com,bad,
sunlux.net/company/about.html,bad,
outporn.com,bad,
timothycopus.aimoo.com,bad,
xindalawyer.com,bad,
freeserials.spb.ru/key/68703.htm,bad,
deletespyware-adware.com,bad,
orbowlada.strefa.pl/text396.htm,bad,
ruiyangcn.com,bad,
zkic.com,bad,
adserving.favorit-network.com/eas?camp=19320;cre=mu&grpid=1738&tag_id=618&nums=FGApbjFAAA,bad,
cracks.vg/d1.php,bad,
juicypussyclips.com,bad,
nuptialimages.com,bad,
andysgame.com,bad,
bezproudoff.cz,bad,
ceskarepublika.net,bad,
hotspot.cz,bad,
gmcjjh.org/DHL,bad,
nerez-schodiste-zabradli.com,bad,
nordiccountry.cz,bad,
nowina.info,bad,
obada-konstruktiwa.org,bad,
otylkaaotesanek.cz,bad,
pb-webdesign.net,bad,
pension-helene.cz,bad,
podzemi.myotis.info,bad,
smrcek.com,bad,
spekband.com,bad,
m2132.ehgaugysd.net/zyso.cgi?18,bad,
webcom-software.ws/links/?153646e8b0a88,bad,
worldgymperu.com,bad,
zgsysz.com,bad,
oknarai.ru,bad,
realinnovation.com/css/menu.js,bad,
hardcorepornparty.com,bad,
zous.szm.sk,bad,
noveslovo.com,bad,
dimsnetwork.com,bad,
luckyblank.info,bad,
luckyclean.info,bad,
luckyclear.info,bad,
luckyeffect.info,bad,
luckyhalo.info,bad,
luckypure.info,bad,
luckyshine.info,bad,
luckysuccess.info,bad,
luckysure.info,bad,
luckytidy.info,bad,
nudebeachgalleries.net,bad,
buffalogoesout.com,bad,
achren.org,bad,
associatesexports.com,bad,
antalya.ru/links/,bad,
conds.ru,bad,
img001.com/business/qiji.exe,bad,
unalbilgisayar.com,bad,
soundcomputers.net,bad,
t-sb.net,bad,
hanulsms.com,bad,
semengineers.com,bad,
srslogisticts.com,bad,
tendersource.com,bad,
traff1.com/in.cgi?5,bad,
web-olymp.ru,bad,
oprahsearch.com/scripts/net19.exe,bad,
oprahsearch.com/scripts/brez251.exe,bad,
rl8vd.kikul.com/ci7ka5t2ue,bad,
sbnc.hak.su/spread.txt,bad,
somnoy.com,bad,
incoctel.cl/8RHFBgK4.php?html=27,bad,
incoctel.cl/8RHFBgK4.php?id=23694557,bad,
westlifego.com/js/jquery-1.3.2.min.js,bad,
westlifego.com,bad,
nadegda-95.ru,bad,
romsigmed.ro,bad,
spatsz.com,bad,
svetyivanrilski.com,bad,
titon.info,bad,
tophostbg.net,bad,
vivaweb.org,bad,
vocational-training.us,bad,
warco.pl,bad,
bde.be,bad,
pwvita.pl,bad,
roks.ua,bad,
skgroup.kiev.ua,bad,
tecnocuer.com,bad,
tk-gregoric.si,bad,
tomalinoalambres.com.ar,bad,
vipdn123.blackapplehost.com,bad,
womenslabour.org,bad,
wroclawski.com.pl,bad,
xoomer.alice.it/email02/bom.jpg,bad,
propan.ru/forum/downloads.php,bad,
firehouse651.com/gallery/images/copyright.txt,bad,
freewebtown.com/atakus/Nokia/BotNetNew.txt,bad,
webcashmaker.com/v2/members/trade_traffic.php,bad,
stormpages.com/script/PHP.txt,bad,
stormpages.com/master/psy.txt,bad,
stormpages.com/master/ping.txt,bad,
stormpages.com/diantara/BOT.txt,bad,
spykit.110mb.com/tools/id.txt,bad,
sentrol.cl/components/kampret.jpg,bad,
kjbbc.net/bbs/data/gallery/1207290228/inbox.txt,bad,
stormpages.com/ariefdream/nidec.txt,bad,
stormpages.com/blewah/bot.txt,bad,
stormpages.com/hasheo/mil.txt,bad,
stormpages.com/hasheo/naoky.txt,bad,
stormpages.com/hasheo/ros.txt,bad,
stormpages.com/master/VoLcoM_04.txt,bad,
stormpages.com/p38r1/aku.txt,bad,
stormpages.com/script/PHP.txt,bad,
stormpages.com/script/ping.txt,bad,
torgi.kz/help/id2.txt,bad,
torgi.kz/help/idxx.txt,bad,
uriyuri.com/bbs/skin/zero_vote/1.txt,bad,
usaenterprise.com/images/images.txt,bad,
wigglewoo.com/portfolio/contests/contest-006.png,bad,
xorgwebs.webs.com/stx.1,bad,
plengeh.wen.ru/id.txt,bad,
wahyufian.zoomshare.com/files/bot.txt,bad,
hospedar.xpg.com.br/nome.txt,bad,
dl.heima8.com/pv/dl.htm?adid=20132&sid=0211,bad,
update.51edm.net/20090728/01.dll,bad,
update.51edm.net/20090728/01.kdg,bad,
xiruz.kit.net/mola.jpg,bad,
wfoto.front.ru/fotos.com,bad,
ska.energia.cz/download/imer.up,bad,
obyz.de/webproxytest.txt,bad,
callingcardsinstantly.com/webalizer/050709wareza/crack=17=keygen=serial.html,bad,
dawnframing.com/webalizer/050709wareza/crack=17=keygen=serial.html,bad,
free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,bad,
js.tongji.linezing.com/1189582/tongji.js,bad,
oiluk.net/cache/cache_94afbfb2f291e0bf253fcf222e9d238e_180836f9b956ab9d91a50f9add968699,bad,
adgallery.whitehousedrugpolicy.gov/members/Miley-Cyrus-Nude/default.aspx,bad,
vvvic.com,bad,
sportsulsan.co.kr/poll/aipi/id.txt,bad,
papamamandoudouetmoi.com,bad,
hst-19-33.splius.lt:8080,bad,
tabex.sopharma.bg:8080,bad,
professionalblackbook.com/,bad,
0koryu0.easter.ne.jp,bad,
whitesports.co.kr,bad,
typeofmarijuana.com/,bad,
trafficgrowth.com/,bad,
thcvaporizer.com/,bad,
roorbong.com/,bad,
thcextractor.com/,bad,
purethc.com/,bad,
potvaporizer.com/,bad,
portablevaporizer.com/,bad,
cannabispicture.com/,bad,
cannabislyric.com/,bad,
dp-medien.eu,bad,
juedische-kammerphilharmonie.de,bad,
utopia-muenchen.de,bad,
vernoblisk.com,bad,
vural-electronic.com,bad,
purplehorses.net/?page=bleach-244-online,bad,
wildsap.com/?kkk=bleach-episodes-244,bad,
ohiomm.com/?page=bleach-244-vosta,bad,
saturnleague.com/mxbb/?kkk=bleach-244-english-sub,bad,
be-funk.com/?kkk=bleach-244-english-sub,bad,
revistaelite.com/?topic=bleach-244-english-sub,bad,
wrestlingexposed.com/faq.php?t=bleach-244-english-sub,bad,
revistaelite.com/?topic=bleach-244-raw,bad,
santacruzsuspension.com/?j=bleach-episode-245,bad,
sitepalace.com/w0rmreaper/NoVaC.jpeg,bad,
doctor-alex.com/files/SetupDrAlex.exe,bad,
cznshuya.ivnet.ru/,bad,
tpt.edu.in/,bad,
inlinea.co.uk,bad,
inlinea.co.uk/suspended.page/,bad,
inlinea.co.uk/adnep/simple.php,bad,
inlinea.co.uk/adnep/tahitian.php,bad,
downloads-whatsapp.com/whatsapp-for-samsung.php,bad,
websalesusa.com/ken,bad,
rempko.sk/kontakt.htm,bad,
secondome.com/sora-margherita/,bad,
reishus.de/.sys/?action=fbgen&mode=s&age=193&a=-186345958&v=82&crc=669&ie=6.0.2900.2180,bad,
sexzoznamka.eu/lightbox/js/r/files/tasks/AC,bad,
a.update.51edm.net/20100223/01.kdg?md5=ab2676ca2190bc21abcba6e5f5b3b2a7,bad,
bravetools.net/en/mytools.php,bad,
vette-porno.nl,bad,
obkom.net.ua/bancodes/rotator.php?place=indexfoot,bad,
wkmg.co.kr/bbs/lib/1.txt,bad,
blacknite.eu/cracking/Pelite.EXE,bad,
bargainracks.co.uk/img/common/1x2.gif,bad,
pokachi.net/,bad,
pride-u-bike.com/2006/09/30/akkymtlator/,bad,
pride-u-bike.com/2007/06/23/s-tolkacha/,bad,
pride-u-bike.com/2007/07/30/doroga-smerti/,bad,
pride-u-bike.com/byzapimoto/,bad,
pride-u-bike.com/motorcycle/suzuki-motorcycle/,bad,
pride-u-bike.com/motorcycle/vozdeniye-motorcycle/,bad,
pride-u-bike.com/sell/honda-steed-400-1996/,bad,
pride-u-bike.com/sell/honda-vfr400r-nc30/,bad,
quotidiennokoue.com/,bad,
quotidiennokoue.com/?cat=5,bad,
quotidiennokoue.com/?p=558,bad,
safety.amw.com/family/ask-john-walsh-how-can-i-tell-if-a-child-has-been-abused/,bad,
safety.amw.com/home/stop-domestic-violence-before-it-starts/,bad,
wmserver.net/sgcg/?page_id=5,bad,
wp9.ru/,bad,
sanseracingteam.com/wordpress/,bad,
sanseracingteam.com/wordpress/?p=128,bad,
sonnoli.com/?page_id=5,bad,
stirparts.ru/,bad,
tiergestuetzt.de/,bad,
pic.starsarabian.com/,bad,
angolotesti.it/J/testi_canzoni_jovanotti_168/testo_canzone_chissa_se_stai_dormendo_9566.html,bad,
w612.nb.host127-0-0-1.com/bins/int/kr3_znp.int?fxp=384bd820008ee37f030b3e65bca6e8a1a65beab33574f567a23b0a987ca83e6544e3e645,bad,
q28840.nb.host127-0-0-1.com/bins/int/tp_map16.int?fxp=5936289861f351e362768cf97e7b45e0648647f26c6d6750fb2298af91238cf9c815a461,bad,
w4988.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=85c26940bd074d9ebe8290842bca496331374b71c3b8806954f77f9,bad,
z32538.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=2ac11c971204a16811817c725e04d68a44f9d4987c472f66eb08d0,bad,
afa15.com.ne.kr/media/videoxxx.avi.exe,bad,
rsiuk.co.uk/cinch/index.html,bad,
fgawegwr.chez.com/images/1273471091.exe,bad,
montezuma.spb.ru/key/72548.htm,bad,
freeserials.ws/sn/64850.html,bad,
allxscan.tk/ddt/load.php?f=1&e=4,bad,
pornstarss.tk/ntk/index.php?ID=105828,bad,
helesouurusa.cjb.com/land/video.php?l=4:52&id=1&n=my_loli2&a=mike&path=./tmb/my_loli2/31.jpg&rat=./img/rating5.jpg&v=61545,bad,
helesouurusa.cjb.com/land/?n=my_loli2&id=1,bad,
luwyou.com/photos.php,bad,
update.onescan.co.kr/setupa/onescansetup.exe,bad,
sudcom.org/tmp/source/index.php,bad,
sudcom.org/tmp/source/pdf.php,bad,
scdsfdfgdr12.tk/go/?afid=51,bad,
scaner-do.tk/go/?afid=51,bad,
scaner-file.tk/go/?afid=51,bad,
scaner-figy.tk/go/?afid=51,bad,
ns2ns1.tk/test/index.php,bad,
ns2ns1.tk/test/load.php?f=1&e=2,bad,
scaner-or.tk/go/?afid=51,bad,
exsexytop.tk/www/index.php,bad,
exsexytop.tk/www/load.php?f=1&e=2,bad,
scaner-sboom.tk/go/?afid=96,bad,
scaner-sbite.tk/go/?afid=,bad,
scaner-tfeed.tk/go/?afid=96,bad,
linkforme.tk/www1/load.php?f=1&e=2,bad,
linkforme.tk/www1/index.php,bad,
scaner-tgame.tk/go/?afid=51,bad,
scaner-sdee.tk/go/?afid=51,bad,
web-fill.tk/go/?afid=51,bad,
internet-bb.tk/go/?afid=51,bad,
textsex.tk/str/index.php,bad,
textsex.tk/str/load.php?f=1&e=4,bad,
live-dir.tk/go/?afid=51,bad,
mbrdot.tk/123/index.php,bad,
mbrdot.tk/123/load.php?f=1&e=6,bad,
zyxyfy.com/images/ner.html,bad,
sexyster.tk/lo/index.php,bad,
sexyster.tk/lo/load.php?f=1&e=6,bad,
fkhfgfg.tk/123/load.php?file=0,bad,
fkhfgfg.tk/123/load.php?file=1,bad,
fkhfgfg.tk/123/load.php?file=ftpgrabber,bad,
fkhfgfg.tk/123/load.php?file=pokergrabber,bad,
web-domain.tk/go/?afid=51,bad,
unlim-app.tk/go/?afid=51,bad,
new-address.tk/go/?afid=80,bad,
gameangel.com/System/html/js/html.js,bad,
vvps.ws/44/mothersdarlingcross.php?,bad,
beldiplomcom.75.com1.ru/true.php,bad,
beldiplomcom.75.com1.ru/loading.php?spl=mdac,bad,
url-cameralist.tk/go/?afid=136,bad,
site-checksite.tk/go/?afid=144,bad,
downloaddirect.com/software/vlc-player/2567,bad,
kcta.or.kr/js/json.js,bad,
spris.com/images/log.txt,bad,
new-softdriver.tk/go/?afid=90,bad,
orkut.krovatka.su/imagem-542454.jpg,bad,
faq-candrive.tk/go/?afid=51,bad,
job-compuse.tk/go/?afid=90,bad,
hosting-controlnext.tk/go/?afid=51,bad,
hosting-controlid1.tk/go/?afid=156,bad,
hosting-controlid1.tk/go/?afid=90,bad,
hosting-controlpin.tk/go/?afid=51,bad,
hosting-controlpr.tk/go/?afid=51,bad,
image-circul.tk/go/?afid=51,bad,
job-companybuild.tk/go/?afid=51,bad,
lab-cntest.tk/go/?afid=90,bad,
bookofkisl.com/album.php,bad,
infoweb-coolinfo.tk/90/?afid=90,bad,
alissonluis-musico.sites.uol.com.br/mar.jpg,bad,
skiholidays4beginners.com/subtraction-scorpio-male-and-virgo-female-compatiblity/,bad,
patrickhickey.eu/concertina-free-short-skits-scripts-in-hindi-for-independence-day/,bad,
rolemodelstreetteam.invasioncrew.com/raazuc/Dossier-For-M,bad,
hy-brasil.mhwang.com/,bad,
marx-brothers.mhwang.com/,bad,
networkmedical.com.hk/defeating-innova-champion-discs-inc-raven/,bad,
wallpapers91.com,bad,
rat-on-subway.mhwang.com/,bad,
dowdenphotography.com/ps/wy-template-printable-brain-cap-teaching-anatomy.htm,bad,
seet10.jino.ru,bad,
vkont.bos.ru,bad,
download207.mediafire.com/2ezaemp68lyg/fe8lc6kqa1f06n1/Grand+Theft+Modification.zip,bad,
dl.downf468.com/n/3.0.25/3299664/manual-b谩sico-de-windows-movie-maker.exe,bad,
widestep.com/files/ws_qk_install.exe,bad,
casamama.nl/,bad,
seoholding.com/13/overblog,bad,
seonetwizard.com/in.cgi?3,bad,
seoholding.com/13/overblog&usg=AFQjCNGS7Xe0yilVQ6lGj3Oroonf7-gfhg,bad,
makohela.tk/kingofthelamers.jar,bad,
crackzone.net/data/Super_Mp3_Download_Version_3.3.4.6_serial_keys_gen-bee3afe71a.html,bad,
seoholding.com/13/boardhost,bad,
infra.by/conflq.php,bad,
elocumjobs.com/_sql/1/index.php?spl=mdac,bad,
nobodyspeakstruth.narod.ru/upload/main.exe,bad,
remorcicomerciale.ro/hyb7w2u/index.html,bad,
negociosdasha.com/uqa5q2p/index.html,bad,
eldiariodeguadalajara.com/153c5f/index.html,bad,
paracadutismolucca.it/fe7041/index.html,bad,
aintdoinshit.com/,bad,
cswilliamsburg.com/site7/data/,bad,
bj04.com/myimg/?IMG1507.jpg,bad,
pamoran.net/forum/got.php?sid=1,bad,
pamoran.net/forum/go.php?sid=1,bad,
police11.provenprotection.net/?1284cf325cf33aa48aeb29aee89b3473,bad,
qbike.com.br/lidn.html,bad,
serraikizimi.gr/akAYd6dn/index.html,bad,
0zz0.com/2012/05/05/18/394995639.gif,bad,
2.0zz0.com/2012/05/06/00/464591666.gif,bad,
metrocuadro.com.ve/coolest/2013googledocs/,bad,
petpleasers.ca/templates/rhuk_milkyway/images/red/sll.exe,bad,
dimenal.com.br/cUEDN4w2/index.html?s=883&lid=2267&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,
dimenal.com.br/HHv0oxBP/index.html?s=883&lid=2298&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,
miespaciopilates.com/7Fy2FzNg/index.html,bad,
puenteaereo.info/fHA5c5iw/index.html?s=883&lid=2231&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,
puenteaereo.info/fHA5c5iw/index.html?s=883&lid=2270&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,
puenteaereo.info/KE3pt5Ye/index.html?s=883&lid=2328&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,
serciudadano.com.ar/wp-content/uploads/report.htm,bad,
zjjlf.croukwexdbyerr.net/zyso.cgi?16,bad,
panazan.ro/online/libraries/pattemplate/patTemplate/Modifier/HTML/im/o/z/3pingo/cfg.bin,bad,
panazan.ro/online/libraries/pattemplate/patTemplate/Modifier/HTML/im/o/z/3pingo/gate.php,bad,
two-of-us.at/images/W.exe,bad,
poffet.net/mail.htm,bad,
ns1.updatesdns.org/static.htmls,bad,
topdecornegocios.com.br/EiqyDBxS/index.html,bad,
win2150.vs.easily.co.uk/f49oj2TB/index.html,bad,
stailapoza.ro/9kxmzBou/index.html,bad,
two-of-us.at/images/vein.exe,bad,
qualityindustrialcoatings.com/wM19L5ST/index.html,bad,
avrakougioumtzi.gr/r3qd8wqB/index.html,bad,
two-of-us.at/images/s4x.exe,bad,
two-of-us.at/images/s2x.exe,bad,
wetjane.x10.mx/,bad,
storgas.co.rs/ahinfo.html,bad,
two-of-us.at/images/s2.exe,bad,
two-of-us.at/images/m.exe,bad,
two-of-us.at/images/digitalcoinminer.exe,bad,
two-of-us.at/images/dgc4x.exe,bad,
two-of-us.at/images/dc.exe,bad,
elew72isst.rr.nu/mm.php?d=x1,bad,
two-of-us.at/images/bz.exe,bad,
two-of-us.at/images/BR.exe,bad,
two-of-us.at/images/aurcoinlab.exe,bad,
markbruinink.nl/wp-admin/cnt.php,bad,
perupuntocom.com/claroideas.exe,bad,
asu.msmu.ru/templates/atomic/check.php,bad,
parfumer.by/templates/atomic/check.php,bad,
two-of-us.at/images/au4x.exe,bad,
vdh-rimbach.de/oben/oben.htm,bad,
xamateurpornlic.www1.biz/latest/xxx-porn-movie.avi.exe,bad,
two-of-us.at/images/1.exe,bad,
two-of-us.at/images/pictures.php,bad,
tracking-stats-tr.usa.cc/links/convinces_lain_arranges.php,bad,
publiccasinoil.com/links/orders-addressing_peace_driver.php,bad,
stjohnsdryden.org/img/common/download.php,bad,
3.bluepointmortgage.com/links/landing-philosophy_dry-suspende.php,bad,
3.coolerpillow.com/links/landing-philosophy_dry-suspende.php,bad,
4.androidislamic.com/links/created_danger.php,bad,
4.collecorvino.org/links/landing-philosophy_dry-suspende.php,bad,
4.dlevo.com/links/landing-philosophy_dry-suspende.php,bad,
milleniumpapelaria.com.br/tag/class/editor.php?edit=gz,bad,
xpornstarsckc.ddns.name/latest/xxx-porn-movie.avi.exe,bad,
natural.buckeyeenergyforum.com/r/l/the-joint.php,bad,
narrow.azenergyforum.com/r/l/brown_season.php,bad,
upswings.net/track.php?c005,bad,
lyzgs.com/track.php?c005,bad,
weboxmedia.by/track.php?c005,bad,
4.dlevo.com/links/created_danger.php,bad,
4.e-why.net/links/becoming-either.php,bad,
ukrfarms.com.ua/images/tovar.jpg.php,bad,
babos.scrapping.cc/v211112n/i.php?token=forum,bad,
2607.cn/1/t1.php,bad,
5.eventiduepuntozero.com/links/becoming-either.php,bad,
5.estasiatica.com/links/becoming-either.php,bad,
mlpoint.pt/Scripts/d.html,bad,
4.newenergydata.biz/links/apply-grants_catch.php,bad,
gravityexp.com/go.php?sid=12,bad,
4.newenergydata.info/links/apply-grants_catch.php,bad,
4.periziavela.com/links/dedicates_user.php,bad,
4.pianetapollo.com/links/dedicates_user.php,bad,
winlock.usa.cc/k8uiaii89819aj/get.php?f=7,bad,
dev.wrathofshadows.net/255163377.htm,bad,
img.coldstoragemn.com/links/demands-lower.php,bad,
img.sspbaseball.org/links/demands-lower.php,bad,
nikolamireasa.com/less/demands-probably.php,bad,
analxxxclipsyjh.dnset.com/latest/amateur_dog_sex_01.avi.exe,bad,
private.hotelcesenaticobooking.info/r/l/updating-bugs_keeping.php,bad,
6.bbnface.com/string/obscure-logs-useful.php,bad,
6.mamaswishes.com/string/obscure-logs-useful.php,bad,
6.bbnfaces.net/string/obscure-logs-useful.php,bad,
4.whereintoscana.com/string/obscure-logs-useful.php,bad,
4.whereintrentinoaltoadige.com/string/obscure-logs-useful.php,bad,
4.whereinpuglia.com/string/obscure-logs-useful.php,bad,
4.whereinsicilia.com/string/obscure-logs-useful.php,bad,
4.whereinliguria.com/string/obscure-logs-useful.php,bad,
4.whereinsardegna.com/string/obscure-logs-useful.php,bad,
4.whereinmolise.com/string/obscure-logs-useful.php,bad,
4.whereinpiemonte.com/string/obscure-logs-useful.php,bad,
4.whereinmilan.com/string/obscure-logs-useful.php,bad,
4.whereinlazio.com/string/obscure-logs-useful.php,bad,
4.whereinlombardy.com/string/obscure-logs-useful.php,bad,
4.whereinitaly.com/string/obscure-logs-useful.php,bad,
4.whereinsicily.com/string/obscure-logs-useful.php,bad,
6.bbnsmsgateway.com/string/obscure-logs-useful.php,bad,
port.bg/wfgv.html?php=receipt,bad,
webordermanager.com,bad,
videoflyover.com,bad,
quinnwealth.com/main.php?page=5e0cdb0ca7f86ed0,bad,
0uk.net/zaaqw/Pony.exe,bad,
cwmgaming.com,bad,
11.lamarianella.info/read/defined_regulations-frequently.php,bad,
0uk.net/zaaqw/cs.exe,bad,
penwithian.co.uk/hyperventilate/sporran.js,bad,
ukonline.hc0.me/new.exe,bad,
penwithian.co.uk/hyperventilate/sporran.js,bad,
50efa6486f1ef.skydivesolutions.be/news/refusal/natural.cgi,bad,
ukonline.hc0.me/Host.exe,bad,
somethingnice.hc0.me/Miner/CPUMiner.files,bad,
avirasecureserver.com/values/extreme-soonest.php,bad,
directxex.com/uploads/965775728.crypt.exe,bad,
directxex.com/uploads/813441197.ms.exe?dl=1813441197.ms.exe,bad,
directxex.com/uploads/565785830.been.exe,bad,
directxex.com/uploads/482862824.kmahard.exe,bad,
directxex.com/uploads/472678730.2113899106.puttymanager.exe,bad,
directxex.com/uploads/39164388.ms.exe?dl=1,bad,
directxex.com/uploads/341043287.crypted.exe,bad,
directxex.com/uploads/2056064399.ms.exe,bad,
directxex.com/uploads/1870347935.http.exe,bad,
directxex.com/uploads/1835173533.ms.exe?dl=11835173533.ms.exe,bad,
offerent.com/tmp/5lro65.php?receipt_print=825_417011330,bad,
slayerlife.com/nbh/sends/ftc.php,bad,
directxex.com/uploads/1803412028.mintt.exe,bad,
directxex.com/uploads/1491944748.whaat.exe,bad,
directxex.com/uploads/1599687595.ms.exe?dl=11599687595.ms.exe,bad,
mycleanpc.tk/download/,bad,
bbs.bjchun.com/report.htm,bad,
customsboysint.com/1/25/human-head-wireframe,bad,
directxex.com/uploads/1271351103.ms.exe?dl=1,bad,
directxex.com/uploads/1271351103.ms.exe,bad,
daspar.net/components/.kkcpgr.php?action=ss00_323,bad,
totszentmarton.hu/riding.htm,bad,
freefblikes.phpnet.us,bad,
directxex.com/uploads/1005443056.cryptedserver.exe,bad,
yougube.com,bad,
youtuhe.com,bad,
ukonline.hc0.me/Host.exe,bad,
youtibe.com,bad,
ukonline.hc0.me/new.exe,bad,
tdms.saglik.gov.tr/KDV_Guncel_Tevkifat_Oranlari.htm,bad,
